REPORTE DESCONSOLIDACION / PROVISION,,,,,,,,,,,,,,ARRIBO,,PROVISION,FACTURACIÓN,
"FECHA DE DES-
CONSOLIDACION",ME,LINEA,CODIGO EMBALAJE,USO/MARCHAMO,OPERATIVO,OT,CLIENTE,B/L HOUSE,B/L MASTER,NUMERO CNTR.,TOTAL DE CONTENEDORES,NAVIERA,BARCO,ETA BARCO,ETA CONFIRMADA,FECHA DE PROVISION,NUMERO DE DTE,FECHA DE FACTURA
19/06/2025,337,46/1,PK,23,ERNESTO,25OT1218,"GRUPO RAMOS, S.A. DE C.V.",SYNNKG25SE040061,CQH0117646,APHU6579405,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,337,63/1,PK,23,ERNESTO,25OT1006,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNHKG25SE040008,HKA2525223,ECMU7639198,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,337,68/1,CT,23,ALBERTO,25OT1222,"ALCANCE INTEGRAL EL SALVADOR, S.A. DE C.V.",SYNNKG25SE040051,JNG0247029,TEMU8125669,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,337,108/1,CT,24,ALBERTO,25OT1108,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNNGB25SE040290,NGP2282679,CMAU4844679,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,338,1/1,CT,24,ALBERTO,25OT1133,"JURO, S.A. DE C.V.",SYNNGB25SE041076,NGP2282685,TCKU6979509,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,338,3/1,CT,23,NANCY,25OT1247,"EL KANGURO, S.A. DE C.V.",SYNNGB25SE050041,NGP2284219,TCNU1632126,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,338,4/1,PK,23,REBECA,25OT1329,"CORBES, S.A. DE C.V.",SYNNGB25SE041537,NGP2288620,"CAIU9295223, FFAU4287191, ECMU4926738, CMAU6381932",4,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,338,18/1,CT,24,ALBERTO,25OT1231,"JURO, S.A. DE C.V.",SYNGB25SE04185101,NGP2305986,BSIU8091703,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,338,21/1,CT,23,REBECA,25OT1420,"CORBES, S.A. DE C.V.",SYNNGB25SE050194,NGP2309895A,"CMAU6506135, TXGU7497999, TLLU5005640, ECMU7090636, TCLU6574811",5,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,338,22/1,PK,23,REBECA,25OT1422,"CORBES, S.A. DE C.V.",SYNNGB25SE050506,NGP2309895B,"CMAU5710550, BEAU6253106, TCNU5154154, CMAU6423895, TXGU7140701",5,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,338,31/1,PK,23,MARCELA,25OT1307,"QUIMICAS CONSOLIDADAS, S.A. DE C.V.",SYNNGB25SE050650,NGP2331252,"TCNU3679267, UETU6233043",2,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,338,53/1,PK,23,JONATHAN,25OT1187,"TRANSPORTES PESADOS, S.A. DE C.V.",SYNTAO25SE040301,QGD1752157,TRHU7680697,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,338,61/1,CT,23,INGRID,25OT1304,"INDUSTRIAS FACELA, S.A. DE C.V.",QOOE25008082,QGD1759364,CGMU5275750,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,338,99/1,PK,23,NANCY,25OT1389,"FREUND DE EL SALVADOR LTDA,  DE C.V.",2505Q001032,QGD1789449,"TRHU8919868, CMAU5494620, TCNU4762205",3,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,339,15/1,CT,23,ERNESTO,25OT1050,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",PDES00100237,SEL1886911,APHU7196566,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
19/06/2025,339,16/1,CT,23,ERNESTO,25OT1183,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",PDES00100236,SEL1890475,GESU6895546,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
20/06/2025,339,17/1,PX,23,ERNESTO,25OT1310,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",PDES00100239,SEL1896312,CAAU6200279,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
20/06/2025,339,29/1,CT,23,NANCY,25OT912,"D´OFFICE, S.A. DE C.V.",SYNCAN25SE040093,SHZ7099633,"BEAU4005712, BEAU4103811",2,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
20/06/2025,339,34/1,CT,23,NANCY,25OT1076,"D'OFFICE, S.A. DE C.V.",SYNCAN25SE040121,SHZ7130425,CMAU3482282,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
20/06/2025,339,34/2,CT,23,NANCY,25OT1076,"D'OFFICE, S.A. DE C.V.",YNCAN25SE04012101,SHZ7130425,TCKU7171285,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
23/06/2025,339,46/1,CT,23,SILVIA,25OT1175,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE040373,SHZ7147780,FSCU5123542,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,24/06/2025,,
23/06/2025,339,47/1,CT,23,SILVIA,25OT1174,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE040559,SHZ7147783,ECMU2749232,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,24/06/2025,,
20/06/2025,339,53/1,CT,24,ALBERTO,25OT1228,INTRALOGIX S.A. DE C.V/CATCO CORP,SYNCAN25SE040688,SHZ7156326,TRHU6507007,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,19/06/2025,,
PLG EL SALVADOR,339,PLG EL SALVADOR,PLG EL SALVADOR,23,PLG EL SALVADOR,PLG EL SALVADOR,PLG EL SALVADOR,PLG EL SALVADOR,SHZ7157181,PLG EL SALVADOR,PLG EL SALVADOR,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,PLG EL SALVADOR,,
20/06/2025,339,56/1,CT,23,INGRID,25OT1058,GRUPO CABRERA AGUIRRE SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,SYNCAN25SE040560,SHZ7157552,CMAU4994853,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,339,57/1,CT,23,NANCY,25OT1203,"D'OFFICE, S.A. DE C.V.",SYNCAN25SE040684,SHZ7162166,SEGU4706611,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,339,58/1,CT,23,NANCY,25OT1205,"D'OFFICE, S.A. DE C.V.",SYNCAN25SE040685,SHZ7162251,CAIU7261883,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,339,59/1,PK,23,NANCY,25OT1244,"EL KANGURO, S.A. DE C.V.",SYNCAN25SE040682,SHZ7164303,UETU5628840,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,339,62/1,CT,23,ERNESTO,25OT1265,SUPER REPUESTOS EL SALVADOR S.A DE C.V.,SYNCAN25SE040686,SHZ7164618,ECMU7244937,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,339,63/1,CT,23,NANCY,25OT1286,"D'OFFICE, S.A. DE C.V.",SYNCAN25SE040561,SHZ7164807,ECMU4821640,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,339,64/1,CT,23,NANCY,25OT1318,"D'OFFICE, S.A. DE C.V.",SYNCAN25SE040691,SHZ7164812,CAIU9552384,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,339,67/1,CT,23,NANCY,25OT1287,"D'OFFICE, S.A. DE C.V.",SYNCAN25SE040563,SHZ7167927,TCNU2978772,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,339,68/1,CT,24,ALBERTO,25OT1301,"INTRALOGIX, S.A. DE C.V. / CENTRAL AMERICAN TRADE COMPANY LLC",SYNCAN25SE040687,SHZ7169028,TRHU4622953,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,339,69/1,CT,23,NANCY,25OT1320,"D'OFFICE, S.A. DE C.V.",SYNCAN25SE040693,SHZ7173356,TCNU8355086,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,339,70/1,CT,23,NANCY,25OT1319,"D'OFFICE, S.A. DE C.V.",SYNCAN25SE040692,SHZ7173357,CMAU7286800,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,339,72/1,CT,23,NANCY,25OT1359,"D'OFFICE, S.A. DE C.V.",SYNCAN25SE040740,SHZ7178618,SEGU6365638,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,339,84/1,CT,23,NANCY,25OT1080,"EL KANGURO, S.A. DE C.V.",SYNCAN25SE040489,SWA0424913,DBCU9451078 TCLU8753441,2,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,339,95/1,CT,23,NANCY,25OT1221,"INDUSTRIAS CONSOLIDADAS, LTDA. DE C.V.",SYNCAN25SE040462,SWA0425413,TTNU1167840,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,339,105/1,CT,23,MARCELA,25OT683 ,"MARIO'S AUTO PARTS, S.A. DE C.V.",BKKWSL2500143,THD1331247,TLLU4337547,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,1/1,CT,23,MARCELA,25OT684,"MARIO'S AUTO PARTS, S.A. DE C.V.",BKKWSL2500144,THD1331250,TLLU7814730,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,2/1,CT,23,ERNESTO,25OT981,SUPER REPUESTOS EL SALVADOR S.A DE C.V.,BKKWSL2500158,THD1336387,TCLU4330101,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,24/06/2025,,
20/06/2025,340,7/1,CT,24,ALBERTO,25OT1046,"INTRALOGIX, S.A. DE C.V. / CENTRAL AMERICAN TRADE COMPANY LLC",SYNTSN25SE040033,TJN0610327,CMAU5868335 BHCU5018921,2,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,8/1,CT,24,ALBERTO,25OT1147,"INTRALOGIX, S.A. DE C.V. / CENTRAL AMERICAN TRADE COMPANY LLC",SYNTSN25SE040136,TJN0615484,CMAU8728682,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,9/1,CT,23,MARCELA,25OT1165,"ALMACENES BOU, SA. DE CV",SYNTSN25SE040196,TJN0617310,BMOU1027646,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,11/1,BG,23,SILVIA,25OT1176,"TECNISPICE, S.A. DE C.V.",SYNTSN25SE040223,TJN0618106,UETU7428646,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,13/1,PK,23,REBECA,25OT1191,"CORBES, S.A. DE C.V.",SYNTSN25SE040225,TJN0618333,SEKU6272479,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,14/1,PK,23,NANCY,25OT1081," JOSÉ N. BATARSE, S.A. DE C.V.",2504Q001029,TJN0618788,TRHU5479641,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,15/1,BL,23,REBECA,25OT1189,"CORBES, S.A. DE C.V.",SYNTSN25SE040226,TJN0618926,UETU7330500 CRSU9312433 SEGU4901325,3,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,20/1,CT,23,ERNESTO,25OT1267,SUPER REPUESTOS EL SALVADOR S.A DE C.V.,SYNTSN25SE050006,TJN0621194,CMAU4404200 CMAU7004888,2,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,23/1,CN,23,JONATHAN,25OT1188,"TRANSPORTES PESADOS, S.A. DE C.V.",SYNTSN25SE040328,TJN0621642,UETU5598957,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,28/1,PK,23,MARCELA,25OT1192,"SUMER, S.A. DE C.V.",SYNTSN25SE040251,TJN0621857,TGHU6351479,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,32/1,CT,23,NANCY,25OT1303,"INDUSTRIAS CONSOLIDADAS, LTDA. DE C.V.",SYNTSN25SE050013,TJN0624511,TEMU5296781 MAGU2460695,2,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,33/1,PK,23,REBECA,25OT1309,"CORBES, S.A. DE C.V",SYNTSN25SE040422,TJN0624517,TCNU5956801 CMAU3645878,2,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,21/06/2025,,
20/06/2025,340,44/1,PK,23,INGRID,25OT1351,"MOTOMAS, S.A. DE C.V",SYNTSN25SE040561,TJN0628034,APHU7316105,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,340,45/1,PK,23,INGRID,25OT1370,"MOTOMAS, S.A. DE C.V.",SYNTSN25SE040571,TJN0628278,TLLU4391466,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,340,59/1,CT,24,ALBERTO,25OT1429,"INTRALOGIX, S.A. DE C.V. / CENTRAL AMERICAN TRADE COMPANY LLC",SYNTSN25SE050162,TJN0634579,GCXU6139819,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,340,65/1,PK,23,MARCELA,25OT1011,"MARIO'S AUTO PARTS, S.A. DE C.V.",SYNSHA25SE0400861,TWN0947163A,MAGU5702200,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,340,66/1,PK,23,MARCELA,25OT980,"MARIO'S AUTO PARTS, S.A. DE C.V.",SYNSHA25SE040086,TWN0947163B,ECMU7657648,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,340,67/1,PK,23,ERNESTO,25OT1055,SUPER REPUESTOS EL SALVADOR S.A DE C.V.,SYNSHA25SE040148,TWN0947765,CMAU7121652,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,340,69/1,CT,23,MARCELA,25OT1072,"MARIO'S AUTO PARTS, S.A. DE C.V.",SYNSHA25SE040280,TWN0948709,TRHU4965649,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,340,71/1,CT,23,CELINA,25OT1299,"ALMACENES SIMAN, S.A. DE C.V",SYNCAN25SE040689,USH0298621,TCLU9619099,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,340,97/1,CT,23,INGRID,25OT1331,"GRUPO RAMOS, S.A. DE C.V.",SYNNKG25SE040133,YGG0136765,CMAU8752328,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,340,104/1,CT,23,NANCY,25OT1236,"EL KANGURO, S.A. DE C.V.",SYNCAN25SE040683,ZSN0735736,ECMU9726075,1,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
20/06/2025,340,105/1,CT,23,NANCY,25OT1234,"EL KANGURO, S.A. DE C.V.",SYNCAN25SE040690,ZSN0735750,TXGU4181306 CMAU6991220,2,CMA CGM,AS SVENJA 0M102N1MA,30/06/2025,3/07/2025,20/06/2025,,
1/07/2025,371,108/1,PK,23,JONATHAN,25OT1353,"INDUSTRIAL LA PALMA, S.A. DE C.V.",ITJACL2505001,MEDUE8838462,MSNU5312300,1,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,4/07/2025,,
1/07/2025,371,109/1,BG,23,NANCY,25OT1168,"PROIASA, S.A. DE C.V.",TR2550104,MEDUXK223618,MSDU6004596,1,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,4/07/2025,,
1/07/2025,371,110/1,PE,23,REBECA,25OT1274,ACACESPROMAC DE R.L.,GMLMUM003461,MEDUJB416520,"CXDU1289244, TCLU2899043, MEDU3252631, TGHU0876813, TEMU3757626, CAXU3156557, TCKU2332978",7,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,3/07/2025,,
1/07/2025,371,111/1,PE,23,REBECA,25OT1321,ACACESPROMAC DE R.L.,GMLMUM003463,MEDUJB468943,"TCLU6923277, FTAU1471108, CAIU3268869, FCIU4411355, MEDU5789229, MEDU5760842, MEDU6632960",7,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,3/07/2025,,
PLG EL SALVADOR,371,PLG EL SALVADOR,PLG EL SALVADOR,PLG EL SALVADOR,PLG EL SALVADOR,PLG SV,PLG SV,PLG EL SALVADOR,MEDURV233693,PLG SV,PLG EL SALVADOR,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,N/A,,
1/07/2025,371,113/1,CT,24,INGRID,25OT1326,"HGB SPORTS, S.A. DE C.V.",NBOE25014317,MEDURV245432,MEDU7482993,1,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,4/07/2025,,
1/07/2025,371,114/1,PK,23,NANCY,25OT1762, INVERSIONES LOVO BONILLA S.A DE C.V,RIGACL2505001,MEDUFM052439,"MSDU7042610, MSMU7954917, MSMU5316507, MSDU8124163",4,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,3/07/2025,,
1/07/2025,371,115/1,CT,23,REBECA,25OT1325,ACACESPROMAC DE R.L.,CKOE25003694,MEDUYV605629,TEMU6898968,1,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,4/07/2025,,
2/07/2025,381,116/1,PK,24,NANCY,25OT1170,"LA CASA DE LAS BATERIAS, S.A. DE C.V.",GR25000385,MEDUWF095832,MSCU4392987,1,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,4/07/2025,,
1/07/2025,371,117/1,CT,24,ALBERTO,25OT1285,"INTRALOGIX, S.A. DE C.V. / CENTRAL AMERICAN TRADE COMPANY LLC",SYNTSN25SE040447,MEDUVX474343,MSMU4628136,1,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,4/07/2025,,
2/07/2025,371,118/1,CT,24,ALBERTO,25OT1284,"INTRALOGIX, S.A. DE C.V. / CENTRAL AMERICAN TRADE COMPANY LLC",SYNTSN25SE040453,MEDUVX476439,MSMU4976316,1,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,4/07/2025,,
2/07/2025,371,119/1,CT,24,ALBERTO,25OT1282,"INTRALOGIX, S.A. DE C.V. / CENTRAL AMERICAN TRADE COMPANY LLC",SYNTSN25SE040456,MEDUVX476884,MSMU4431738,1,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,4/07/2025,,
2/07/2025,371,120/1,CR,23,NANCY,25OT1273,"INDUSTRIAS CONSOLIDADAS, LTDA. DE C.V.",SYNTSN25SE040498,MEDUVX488418,"MSMU7533543, CAIU7723805, GESU6156504, MEDU7993735, MEDU4651554, MSMU4172046, MSBU5068583",7,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,2/07/2025,,
2/07/2025,371,121/1,CT,23,ERNESTO,25OT1190,"MUNDO MEDICO QUIMICA, S.A. DE C.V.",TJ254B0014,MEDUVX566502,MSMU6638160,1,MSC,MSC SOMYA III LO527A,2/07/2025,11/07/2025,2/07/2025,,
24/06/2025,356,12/1,CT,23,ERNESTO,25OT1243,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",WSLPGU2504146,AYN1231513,CMAU3112396,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,356,13/1,CT,23,SILVIA,25OT1411,"LA CASA DEL REPUESTO, S.A. DE C.V.",WSLPGU2505157,AYN1237298,CMAU2403376,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,356,14/1,PK,23,ERNESTO,25OT1412,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",WSLPGU2505159,AYN1237301,FCIU9225899,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
25/06/2025,356,35/1,CT,23,REBECA,25OT1470,"CORBES, S.A. DE C.V.",SYNSHA25SE051570,CHN2253394,LYGU0154987,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,356,63/1,PK,23,ERNESTO,25OT901,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNHKG25SE050002,HKA2528221,CMAU4537712,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,356,64/1,PK,23,ERNESTO,25OT1122,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNHKG25SE050004,HKA2529672,CMAU3433061,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,356,70/1,CT,24,ALBERTO,25OT1258,"INTRALOGIX, S.A. DE C.V. / CENTRAL AMERICAN TRADE COMPANY LLC",SYNNKG25SE050016,JNG0249739,MAGU5440476,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,356,"99/1, 99/2",PK,23,ERNESTO,25OT1323,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.","SYNNGB25SE050776A, SYNNGB25SE050776B",NGP2336990,CMAU4711784,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,356,100/1,CT,23,SILVIA,25OT1317,"JUGUESAL, S.A. DE C.V.",SYNNGB25SE050826,NGP2340198,ECMU2715314,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,356,101/1,CT,23,ERNESTO,25OT1419,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNNGB25SE050827,NGP2340206,"APHU6735030, TCLU8172771",2,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,356,107/1,CT,24,ALBERTO,25OT1508,"JURO, S.A. DE C.V.",SYNGB25SE05102401,NGP2349480,APHU7412460,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,357,24/1,SX,23,ERNESTO,25OT1408,"SERVITEK, S.A. DE C.V.",SYNTAO25SE040980,QGD1816526,CMAU9154948,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,357,45/1,PX,23,ERNESTO,25OT1132,"AMERICAN IMPORTS, S.A. DE C.V.",PDES00100241,SEL1887853,MAXU1354614,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,357,46/1,PK,23,ERNESTO,25OT1488,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",PDES00100242,SEL1908603,CAAU6068630,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,357,58/1,CT,23,NANCY,25OT1315,"FREUND DE EL SALVADOR, LTDA. DE C.V.",2504Q001321,SHZ7175214,TRLU7317988,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,357,63/1,CT,23,SILVIA,25OT1375,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE050104,SHZ7189196,"CMAU6908561, GESU6555850",2,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,357,65/1,CT,23,SILVIA,25OT1379,"JUGUESAL, S.A. DE C.V.",SYNCAN25SE050103,SHZ7189902,ECMU2751754,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,357,85/1,CT,23,INGRID,25OT1312,"CORPORACION MERCANTIL SALVADOREÑA, S.A. DE C.V.",SYNTSN25SE040438,TJN0624745,CAIU9669391,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,357,90/1,PK,24,ALBERTO,25OT1410,"JURO, S.A. DE C.V.",SYNTSN25SE050141,TJN0633928,TCKU6307783,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,357,93/1,CT,24,ALBERTO,25OT1431,"INTRALOGIX, S.A. DE C.V. / CENTRAL AMERICAN TRADE COMPANY LLC",SYNTSN25SE050161,TJN0634576,TCNU7304633,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,357,106/1,PK,23,MARCELA,25OT1156,"MARIO'S AUTO PARTS, S.A. DE C.V.",SYNSHA25SE040899,TWN0948718,ECMU7060631,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,357,107/1,CT,23,ERNESTO,25OT1043,"SUPER REPUESTOS EL SALVADOR, S.A. DE C.V.",SYNSHA25SE040193,TWN0948875,"TRHU7153994, CAAU8224475, FFAU2118910",3,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
24/06/2025,357,108/1,PX,23,NANCY,25OT1117,"FREUND DE EL SALVADOR, LTDA DE C.V.",GKHAQJ250401,TWN0951816,CMAU7985618,1,CMA CGM,CHIAPAS STAR 0M3S3N1MA,4/07/2025,16/07/2025,25/06/2025,,
